"#sys_sample_code","lab_anl_method_name","analysis_date","fraction","column_number","test_type","lab_matrix_code","analysis_location","basis","container_id","dilution_factor","prep_method","prep_date","leachate_method","leachate_date","lab_name_code","qc_level","lab_sample_id","percent_moisture","subsample_amount","subsample_amount_unit","analyst_name","instrument_id","comment","preservative","final_volume","final_volume_unit","cas_rn","chemical_name","Result_value","Result_error_delta","result_type_code","reportable_result","detect_flag","Lab_qualifiers","validator_qualifiers","interpreted_qualifiers","validated_yn","method_detection_limit","reporting_detection_limit","quantitation_limit","Result_unit","detection_limit_unit","tic_retention_time","minimum_detectable_conc","counting_error","uncertainty","critical_value","validation_level","result_comment","qc_original_conc","qc_spike_added","qc_spike_measured","qc_spike_recovery","qc_dup_original_conc","qc_dup_spike_added","qc_dup_spike_measured","qc_dup_spike_recovery","qc_rpd","qc_spike_lcl","qc_spike_ucl","qc_rpd_cl","qc_spike_status","qc_dup_spike_status","qc_rpd_status","lab_sdg"
"2009RED0S12SD","E200.7","05/28/2020 22:59:00","T","NA","initial","WS","LB","NA","","1","SW3010A","05/27/2020 00:00:00","","","ALSRNY","quant","R2004299-013SD","","10","mL","","","","","10","mL","7439-95-4","magnesium","5910","","SC","Yes","Y","","","","","68","","1000","ug/l","ug/l","","68","","","","","","","","","","4110","2000","5910","90","0","70","130","20","","","","R2004299"
"2009RED0S12SD","E200.7","05/28/2020 22:59:00","T","NA","initial","WS","LB","NA","","1","SW3010A","05/27/2020 00:00:00","","","ALSRNY","quant","R2004299-013SD","","10","mL","","","","","10","mL","7439-96-5","Manganese","525","","SC","Yes","Y","","","","","1.7","","10","ug/l","ug/l","","1.7","","","","","","","","","","33.7","500","525","98","0","70","130","20","","","","R2004299"
"2009MUD05S11","E200.8","05/28/2020 13:45:00","T","NA","initial","WS","LB","NA","","1","E200.0","05/27/2020 00:00:00","","","ALSRNY","quant","R2004299-015","","10","mL","","","","","10","mL","7440-38-2","Arsenic","","","TRG","Yes","N","U","","U","","0.32","0.32","1","ug/l","ug/l","","0.32","","","","","not detected","","","","","","","","","","","","","","","","R2004299"
"2009MUD05S11","E200.7","05/28/2020 23:09:00","T","NA","initial","WS","LB","NA","","1","SW3010A","05/27/2020 00:00:00","","","ALSRNY","quant","R2004299-015","","10","mL","","","","","10","mL","7440-70-2","Calcium","13000","","TRG","Yes","Y","","","","","110","","1000","ug/l","ug/l","","110","","","","","","","","","","","","","","","","","","","","","R2004299"
"2009MUD05S11","E200.7","05/28/2020 23:09:00","T","NA","initial","WS","LB","NA","","1","SW3010A","05/27/2020 00:00:00","","","ALSRNY","quant","R2004299-015","","10","mL","","","","","10","mL","7439-89-6","Iron","134","","TRG","Yes","Y","","","","","20","","100","ug/l","ug/l","","20","","","","","","","","","","","","","","","","","","","","","R2004299"
"2009MUD05S11","E200.7","05/28/2020 23:09:00","T","NA","initial","WS","LB","NA","","1","SW3010A","05/27/2020 00:00:00","","","ALSRNY","quant","R2004299-015","","10","mL","","","","","10","mL","7439-95-4","magnesium","3340","","TRG","Yes","Y","","","","","68","","1000","ug/l","ug/l","","68","","","","","","","","","","","","","","","","","","","","","R2004299"
"2009MUD05S11","E200.7","05/28/2020 23:09:00","T","NA","initial","WS","LB","NA","","1","SW3010A","05/27/2020 00:00:00","","","ALSRNY","quant","R2004299-015","","10","mL","","","","","10","mL","7439-96-5","Manganese","18.9","","TRG","Yes","Y","","","","","1.7","","10","ug/l","ug/l","","1.7","","","","","","","","","","","","","","","","","","","","","R2004299"
"2009MUD05S12","E200.8","05/28/2020 13:51:00","T","NA","initial","WS","LB","NA","","1","E200.0","05/27/2020 00:00:00","","","ALSRNY","quant","R2004299-017","","10","mL","","","","","10","mL","7440-38-2","Arsenic","0.34","","TRG","Yes","Y","J","","J","","0.32","","1","ug/l","ug/l","","0.32","","","","","","","","","","","","","","","","","","","","","R2004299"
"2009MUD05S12","E200.7","05/28/2020 23:12:00","T","NA","initial","WS","LB","NA","","1","SW3010A","05/27/2020 00:00:00","","","ALSRNY","quant","R2004299-017","","10","mL","","","","","10","mL","7440-70-2","Calcium","12300","","TRG","Yes","Y","","","","","110","","1000","ug/l","ug/l","","110","","","","","","","","","","","","","","","","","","","","","R2004299"
"2009MUD05S12","E200.7","05/28/2020 23:12:00","T","NA","initial","WS","LB","NA","","1","SW3010A","05/27/2020 00:00:00","","","ALSRNY","quant","R2004299-017","","10","mL","","","","","10","mL","7439-89-6","Iron","126","","TRG","Yes","Y","","","","","20","","100","ug/l","ug/l","","20","","","","","","","","","","","","","","","","","","","","","R2004299"
"2009MUD05S12","E200.7","05/28/2020 23:12:00","T","NA","initial","WS","LB","NA","","1","SW3010A","05/27/2020 00:00:00","","","ALSRNY","quant","R2004299-017","","10","mL","","","","","10","mL","7439-95-4","magnesium","3220","","TRG","Yes","Y","","","","","68","","1000","ug/l","ug/l","","68","","","","","","","","","","","","","","","","","","","","","R2004299"
"2009MUD05S12","E200.7","05/28/2020 23:12:00","T","NA","initial","WS","LB","NA","","1","SW3010A","05/27/2020 00:00:00","","","ALSRNY","quant","R2004299-017","","10","mL","","","","","10","mL","7439-96-5","Manganese","13","","TRG","Yes","Y","","","","","1.7","","10","ug/l","ug/l","","1.7","","","","","","","","","","","","","","","","","","","","","R2004299"
"2009HIC0E11","E200.8","05/28/2020 13:53:00","T","NA","initial","WS","LB","NA","","1","E200.0","05/27/2020 00:00:00","","","ALSRNY","quant","R2004299-019","","10","mL","","","","","10","mL","7440-38-2","Arsenic","0.35","","TRG","Yes","Y","J","","J","","0.32","","1","ug/l","ug/l","","0.32","","","","","","","","","","","","","","","","","","","","","R2004299"
"2009HIC0E11","E200.7","05/28/2020 23:15:00","T","NA","initial","WS","LB","NA","","1","SW3010A","05/27/2020 00:00:00","","","ALSRNY","quant","R2004299-019","","10","mL","","","","","10","mL","7440-70-2","Calcium","111","","TRG","Yes","Y","J","","J","","110","","1000","ug/l","ug/l","","110","","","","","","","","","","","","","","","","","","","","","R2004299"
"2009HIC0E11","E200.7","05/28/2020 23:15:00","T","NA","initial","WS","LB","NA","","1","SW3010A","05/27/2020 00:00:00","","","ALSRNY","quant","R2004299-019","","10","mL","","","","","10","mL","7439-89-6","Iron","20.5","","TRG","Yes","Y","J","","J","","20","","100","ug/l","ug/l","","20","","","","","","","","","","","","","","","","","","","","","R2004299"
"2009HIC0E11","E200.7","05/28/2020 23:15:00","T","NA","initial","WS","LB","NA","","1","SW3010A","05/27/2020 00:00:00","","","ALSRNY","quant","R2004299-019","","10","mL","","","","","10","mL","7439-95-4","magnesium","","","TRG","Yes","N","U","","U","","68","68","1000","ug/l","ug/l","","68","","","","","not detected","","","","","","","","","","","","","","","","R2004299"
"2009HIC0E11","E200.7","05/28/2020 23:15:00","T","NA","initial","WS","LB","NA","","1","SW3010A","05/27/2020 00:00:00","","","ALSRNY","quant","R2004299-019","","10","mL","","","","","10","mL","7439-96-5","Manganese","","","TRG","Yes","N","U","","U","","1.7","1.7","10","ug/l","ug/l","","1.7","","","","","not detected","","","","","","","","","","","","","","","","R2004299"
"2009HIC0E12","E200.8","05/28/2020 13:55:00","T","NA","initial","WS","LB","NA","","1","E200.0","05/27/2020 00:00:00","","","ALSRNY","quant","R2004299-021","","10","mL","","","","","10","mL","7440-38-2","Arsenic","","","TRG","Yes","N","U","","U","","0.32","0.32","1","ug/l","ug/l","","0.32","","","","","not detected","","","","","","","","","","","","","","","","R2004299"
"2009HIC0E12","E200.7","05/28/2020 23:18:00","T","NA","initial","WS","LB","NA","","1","SW3010A","05/27/2020 00:00:00","","","ALSRNY","quant","R2004299-021","","10","mL","","","","","10","mL","7440-70-2","Calcium","","","TRG","Yes","N","U","","U","","110","110","1000","ug/l","ug/l","","110","","","","","not detected","","","","","","","","","","","","","","","","R2004299"
"2009HIC0E12","E200.7","05/28/2020 23:18:00","T","NA","initial","WS","LB","NA","","1","SW3010A","05/27/2020 00:00:00","","","ALSRNY","quant","R2004299-021","","10","mL","","","","","10","mL","7439-89-6","Iron","","","TRG","Yes","N","U","","U","","20","20","100","ug/l","ug/l","","20","","","","","not detected","","","","","","","","","","","","","","","","R2004299"
"2009HIC0E12","E200.7","05/28/2020 23:18:00","T","NA","initial","WS","LB","NA","","1","SW3010A","05/27/2020 00:00:00","","","ALSRNY","quant","R2004299-021","","10","mL","","","","","10","mL","7439-95-4","magnesium","","","TRG","Yes","N","U","","U","","68","68","1000","ug/l","ug/l","","68","","","","","not detected","","","","","","","","","","","","","","","","R2004299"
"2009HIC0E12","E200.7","05/28/2020 23:18:00","T","NA","initial","WS","LB","NA","","1","SW3010A","05/27/2020 00:00:00","","","ALSRNY","quant","R2004299-021","","10","mL","","","","","10","mL","7439-96-5","Manganese","","","TRG","Yes","N","U","","U","","1.7","1.7","10","ug/l","ug/l","","1.7","","","","","not detected","","","","","","","","","","","","","","","","R2004299"
"2009LOW0S11","E200.8","05/28/2020 13:57:00","T","NA","initial","WS","LB","NA","","1","E200.0","05/27/2020 00:00:00","","","ALSRNY","quant","R2004299-023","","10","mL","","","","","10","mL","7440-38-2","Arsenic","","","TRG","Yes","N","U","","U","","0.32","0.32","1","ug/l","ug/l","","0.32","","","","","not detected","","","","","","","","","","","","","","","","R2004299"
"2009LOW0S11","E200.7","05/28/2020 23:21:00","T","NA","initial","WS","LB","NA","","1","SW3010A","05/27/2020 00:00:00","","","ALSRNY","quant","R2004299-023","","10","mL","","","","","10","mL","7440-70-2","Calcium","17400","","TRG","Yes","Y","","","","","110","","1000","ug/l","ug/l","","110","","","","","","","","","","","","","","","","","","","","","R2004299"
"2009LOW0S11","E200.7","05/28/2020 23:21:00","T","NA","initial","WS","LB","NA","","1","SW3010A","05/27/2020 00:00:00","","","ALSRNY","quant","R2004299-023","","10","mL","","","","","10","mL","7439-89-6","Iron","52.8","","TRG","Yes","Y","J","","J","","20","","100","ug/l","ug/l","","20","","","","","","","","","","","","","","","","","","","","","R2004299"
"2009LOW0S11","E200.7","05/28/2020 23:21:00","T","NA","initial","WS","LB","NA","","1","SW3010A","05/27/2020 00:00:00","","","ALSRNY","quant","R2004299-023","","10","mL","","","","","10","mL","7439-95-4","magnesium","6290","","TRG","Yes","Y","","","","","68","","1000","ug/l","ug/l","","68","","","","","","","","","","","","","","","","","","","","","R2004299"
"2009LOW0S11","E200.7","05/28/2020 23:21:00","T","NA","initial","WS","LB","NA","","1","SW3010A","05/27/2020 00:00:00","","","ALSRNY","quant","R2004299-023","","10","mL","","","","","10","mL","7439-96-5","Manganese","2.9","","TRG","Yes","Y","J","","J","","1.7","","10","ug/l","ug/l","","1.7","","","","","","","","","","","","","","","","","","","","","R2004299"
"2009LOW0E11","E200.8","05/28/2020 13:59:00","T","NA","initial","WS","LB","NA","","1","E200.0","05/27/2020 00:00:00","","","ALSRNY","quant","R2004299-027","","10","mL","","","","","10","mL","7440-38-2","Arsenic","","","TRG","Yes","N","U","","U","","0.32","0.32","1","ug/l","ug/l","","0.32","","","","","not detected","","","","","","","","","","","","","","","","R2004299"
"2009LOW0E11","E200.7","05/28/2020 23:24:00","T","NA","initial","WS","LB","NA","","1","SW3010A","05/27/2020 00:00:00","","","ALSRNY","quant","R2004299-027","","10","mL","","","","","10","mL","7440-70-2","Calcium","","","TRG","Yes","N","U","","U","","110","110","1000","ug/l","ug/l","","110","","","","","not detected","","","","","","","","","","","","","","","","R2004299"
"2009LOW0E11","E200.7","05/28/2020 23:24:00","T","NA","initial","WS","LB","NA","","1","SW3010A","05/27/2020 00:00:00","","","ALSRNY","quant","R2004299-027","","10","mL","","","","","10","mL","7439-89-6","Iron","","","TRG","Yes","N","U","","U","","20","20","100","ug/l","ug/l","","20","","","","","not detected","","","","","","","","","","","","","","","","R2004299"
"2009LOW0E11","E200.7","05/28/2020 23:24:00","T","NA","initial","WS","LB","NA","","1","SW3010A","05/27/2020 00:00:00","","","ALSRNY","quant","R2004299-027","","10","mL","","","","","10","mL","7439-95-4","magnesium","","","TRG","Yes","N","U","","U","","68","68","1000","ug/l","ug/l","","68","","","","","not detected","","","","","","","","","","","","","","","","R2004299"
"2009LOW0E11","E200.7","05/28/2020 23:24:00","T","NA","initial","WS","LB","NA","","1","SW3010A","05/27/2020 00:00:00","","","ALSRNY","quant","R2004299-027","","10","mL","","","","","10","mL","7439-96-5","Manganese","","","TRG","Yes","N","U","","U","","1.7","1.7","10","ug/l","ug/l","","1.7","","","","","not detected","","","","","","","","","","","","","","","","R2004299"
"2009LOW0E12","E200.8","05/28/2020 14:01:00","T","NA","initial","WS","LB","NA","","1","E200.0","05/27/2020 00:00:00","","","ALSRNY","quant","R2004299-029","","10","mL","","","","","10","mL","7440-38-2","Arsenic","","","TRG","Yes","N","U","","U","","0.32","0.32","1","ug/l","ug/l","","0.32","","","","","not detected","","","","","","","","","","","","","","","","R2004299"
"2009LOW0E12","E200.7","05/28/2020 23:33:00","T","NA","initial","WS","LB","NA","","1","SW3010A","05/27/2020 00:00:00","","","ALSRNY","quant","R2004299-029","","10","mL","","","","","10","mL","7440-70-2","Calcium","","","TRG","Yes","N","U","","U","","110","110","1000","ug/l","ug/l","","110","","","","","not detected","","","","","","","","","","","","","","","","R2004299"
"2009LOW0E12","E200.7","05/28/2020 23:33:00","T","NA","initial","WS","LB","NA","","1","SW3010A","05/27/2020 00:00:00","","","ALSRNY","quant","R2004299-029","","10","mL","","","","","10","mL","7439-89-6","Iron","","","TRG","Yes","N","U","","U","","20","20","100","ug/l","ug/l","","20","","","","","not detected","","","","","","","","","","","","","","","","R2004299"
"2009LOW0E12","E200.7","05/28/2020 23:33:00","T","NA","initial","WS","LB","NA","","1","SW3010A","05/27/2020 00:00:00","","","ALSRNY","quant","R2004299-029","","10","mL","","","","","10","mL","7439-95-4","magnesium","","","TRG","Yes","N","U","","U","","68","68","1000","ug/l","ug/l","","68","","","","","not detected","","","","","","","","","","","","","","","","R2004299"
"2009LOW0E12","E200.7","05/28/2020 23:33:00","T","NA","initial","WS","LB","NA","","1","SW3010A","05/27/2020 00:00:00","","","ALSRNY","quant","R2004299-029","","10","mL","","","","","10","mL","7439-96-5","Manganese","","","TRG","Yes","N","U","","U","","1.7","1.7","10","ug/l","ug/l","","1.7","","","","","not detected","","","","","","","","","","","","","","","","R2004299"
